recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
6,2) $100 - $200,199.5,1,0,Rural,0,Phone,0,0,0.0,0
9,1) $0 - $100,99.53,1,0,Surburban,1,Web,0,0,0.0,0
4,1) $0 - $100,31.79,1,0,Surburban,0,Web,0,0,0.0,0
9,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
10,2) $100 - $200,134.01,0,1,Urban,1,Phone,0,0,0.0,0
8,2) $100 - $200,117.51,1,0,Surburban,0,Web,0,0,0.0,0
3,"6) $750 - $1,000",846.59,1,1,Surburban,1,Multichannel,0,0,0.0,0
1,"7) $1,000 +",1442.53,1,0,Surburban,1,Phone,0,0,0.0,1
1,1) $0 - $100,50.82,1,0,Urban,1,Phone,0,0,0.0,1
5,1) $0 - $100,42.5,1,0,Surburban,0,Phone,0,0,0.0,1
2,4) $350 - $500,482.97,1,0,Surburban,1,Web,0,0,0.0,1
2,2) $100 - $200,184.01,0,1,Surburban,1,Web,0,0,0.0,0
5,4) $350 - $500,467.42,1,1,Urban,0,Phone,0,0,0.0,0
1,1) $0 - $100,73.96,0,1,Urban,0,Phone,0,0,0.0,1
1,"7) $1,000 +",1229.99,0,1,Surburban,1,Phone,1,0,0.0,1
12,2) $100 - $200,142.85,0,1,Rural,0,Web,0,0,0.0,0
11,1) $0 - $100,56.01,0,1,Urban,0,Phone,0,0,0.0,0
10,2) $100 - $200,143.93,1,0,Surburban,1,Phone,0,0,0.0,0
1,"7) $1,000 +",1975.55,1,0,Urban,1,Phone,0,0,0.0,0
2,4) $350 - $500,465.95,1,0,Surburban,0,Web,0,0,0.0,1
9,2) $100 - $200,148.61,1,0,Rural,1,Phone,0,0,0.0,0
3,5) $500 - $750,731.67,1,1,Surburban,1,Web,0,0,0.0,0
8,5) $500 - $750,505.11,1,0,Surburban,1,Web,0,0,0.0,1
11,3) $200 - $350,259.59,0,1,Rural,1,Web,1,0,0.0,1
2,4) $350 - $500,390.85,1,0,Urban,0,Web,0,0,0.0,1
4,"7) $1,000 +",1187.37,1,1,Surburban,1,Multichannel,0,0,0.0,1
5,1) $0 - $100,78.93,1,0,Surburban,0,Phone,1,0,0.0,0
9,2) $100 - $200,128.33,0,1,Surburban,0,Phone,0,0,0.0,1
11,1) $0 - $100,69.28,1,0,Urban,1,Web,1,0,0.0,0
6,3) $200 - $350,302.04,1,0,Surburban,0,Web,0,0,0.0,0
11,1) $0 - $100,33.29,0,1,Urban,1,Web,0,0,0.0,0
1,4) $350 - $500,433.58,0,1,Urban,0,Phone,0,0,0.0,1
3,2) $100 - $200,172.31,1,0,Surburban,0,Web,0,0,0.0,1
5,3) $200 - $350,245.31,1,1,Urban,1,Multichannel,0,0,0.0,1
2,1) $0 - $100,82.58,1,0,Surburban,1,Web,0,0,0.0,0
2,4) $350 - $500,380.69,0,1,Urban,0,Multichannel,1,0,0.0,0
9,4) $350 - $500,458.66,1,0,Rural,0,Web,0,0,0.0,0
4,2) $100 - $200,173.78,0,1,Urban,0,Web,0,0,0.0,0
1,2) $100 - $200,132.64,0,1,Rural,1,Phone,0,0,0.0,0
3,5) $500 - $750,585.36,1,1,Surburban,1,Multichannel,0,0,0.0,0
10,3) $200 - $350,261.11,0,1,Urban,1,Multichannel,1,0,0.0,1
3,3) $200 - $350,310.13,1,0,Urban,0,Multichannel,0,0,0.0,0
12,1) $0 - $100,89.55,1,0,Rural,0,Web,1,0,0.0,1
5,5) $500 - $750,528.6,1,1,Urban,1,Web,1,0,0.0,1
9,2) $100 - $200,145.48,1,0,Rural,1,Web,0,0,0.0,1
7,2) $100 - $200,161.22,1,0,Urban,0,Phone,0,0,0.0,1
9,3) $200 - $350,220.51,1,0,Urban,0,Multichannel,0,0,0.0,1
9,3) $200 - $350,236.51,0,1,Surburban,0,Web,1,0,0.0,0
2,3) $200 - $350,268.42,1,1,Urban,1,Web,1,0,0.0,0
4,2) $100 - $200,155.6,1,0,Surburban,1,Web,0,0,0.0,0
1,2) $100 - $200,107.9,0,1,Surburban,1,Phone,0,0,0.0,1
9,2) $100 - $200,195.03,0,1,Rural,0,Web,0,0,0.0,0
10,1) $0 - $100,41.02,0,1,Rural,1,Phone,0,0,0.0,1
4,1) $0 - $100,40.3,1,0,Urban,0,Phone,0,0,0.0,1
7,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
4,3) $200 - $350,282.48,0,1,Surburban,1,Phone,0,0,0.0,0
10,2) $100 - $200,156.04,1,0,Urban,1,Web,0,0,0.0,0
3,1) $0 - $100,41.44,1,0,Rural,0,Web,0,0,0.0,1
2,2) $100 - $200,116.26,1,0,Urban,1,Web,0,0,0.0,1
7,2) $100 - $200,156.62,0,1,Urban,0,Phone,0,0,0.0,0
3,2) $100 - $200,165.66,0,1,Surburban,0,Web,0,0,0.0,0
2,5) $500 - $750,632.28,0,1,Surburban,1,Web,0,0,0.0,1
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,1,0,0.0,1
6,3) $200 - $350,237.7,1,0,Surburban,1,Phone,0,0,0.0,1
5,1) $0 - $100,47.85,0,1,Urban,1,Phone,0,0,0.0,1
11,1) $0 - $100,45.6,1,0,Rural,1,Web,0,0,0.0,0
5,1) $0 - $100,67.52,0,1,Urban,1,Web,0,0,0.0,1
3,3) $200 - $350,201.17,0,1,Surburban,0,Phone,0,0,0.0,1
5,4) $350 - $500,434.28,0,1,Surburban,0,Multichannel,0,0,0.0,1
6,1) $0 - $100,86.27,1,0,Urban,1,Phone,0,0,0.0,0
10,1) $0 - $100,80.89,1,0,Surburban,1,Phone,0,0,0.0,1
3,1) $0 - $100,55.73,1,0,Urban,0,Web,0,0,0.0,0
12,1) $0 - $100,77.47,0,1,Rural,0,Phone,0,0,0.0,0
1,1) $0 - $100,32.89,1,0,Rural,1,Phone,0,0,0.0,0
1,3) $200 - $350,237.48,1,0,Urban,0,Web,0,0,0.0,1
3,2) $100 - $200,139.34,1,0,Rural,1,Phone,0,0,0.0,0
4,5) $500 - $750,696.76,1,1,Urban,1,Web,0,0,0.0,1
11,1) $0 - $100,62.67,0,1,Urban,1,Phone,0,0,0.0,1
3,1) $0 - $100,56.3,1,0,Surburban,1,Phone,0,0,0.0,0
6,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,0
3,5) $500 - $750,640.27,1,0,Surburban,1,Multichannel,0,0,0.0,0
6,1) $0 - $100,36.49,0,1,Surburban,1,Phone,0,0,0.0,1
1,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
11,2) $100 - $200,195.12,0,1,Surburban,1,Phone,0,0,0.0,1
8,1) $0 - $100,98.23,0,1,Urban,0,Phone,0,0,0.0,0
5,1) $0 - $100,49.36,1,0,Urban,0,Web,0,0,0.0,1
1,3) $200 - $350,240.87,1,0,Surburban,0,Web,0,0,0.0,1
1,3) $200 - $350,246.74,0,1,Rural,0,Phone,0,0,0.0,0
7,2) $100 - $200,176.71,1,0,Rural,0,Web,0,0,0.0,1
3,1) $0 - $100,50.72,1,0,Surburban,1,Phone,0,0,0.0,1
11,2) $100 - $200,164.0,0,1,Urban,0,Web,0,0,0.0,0
3,4) $350 - $500,469.29,0,1,Surburban,0,Web,0,0,0.0,0
9,3) $200 - $350,294.75,1,1,Urban,1,Multichannel,0,0,0.0,0
3,2) $100 - $200,100.51,1,0,Surburban,0,Phone,0,0,0.0,0
4,1) $0 - $100,89.56,0,1,Rural,0,Web,1,0,0.0,0
4,2) $100 - $200,114.87,0,1,Rural,1,Web,0,0,0.0,0
3,4) $350 - $500,461.92,0,1,Surburban,0,Phone,0,0,0.0,1
3,5) $500 - $750,508.04,0,1,Surburban,1,Multichannel,0,0,0.0,0
6,2) $100 - $200,120.89,0,1,Surburban,0,Phone,0,0,0.0,0
2,4) $350 - $500,389.9,1,0,Urban,0,Web,1,0,0.0,1
10,1) $0 - $100,36.06,0,1,Rural,1,Phone,0,0,0.0,0
3,5) $500 - $750,632.42,0,1,Urban,1,Phone,0,0,0.0,0
10,3) $200 - $350,289.99,1,0,Surburban,0,Multichannel,0,0,0.0,0
7,2) $100 - $200,159.11,1,0,Urban,0,Phone,1,0,0.0,0
4,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
10,2) $100 - $200,121.86,1,0,Urban,1,Phone,0,0,0.0,1
8,2) $100 - $200,178.55,0,1,Urban,0,Web,0,0,0.0,0
2,3) $200 - $350,237.11,1,0,Urban,0,Multichannel,0,0,0.0,0
10,1) $0 - $100,34.87,0,1,Urban,0,Phone,0,0,0.0,0
1,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
10,1) $0 - $100,32.95,0,1,Urban,0,Phone,0,0,0.0,1
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
1,3) $200 - $350,222.99,0,1,Surburban,0,Phone,0,0,0.0,0
1,"7) $1,000 +",1116.93,1,0,Urban,1,Phone,0,0,0.0,1
11,2) $100 - $200,145.26,0,1,Urban,1,Phone,0,0,0.0,1
2,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,0
5,2) $100 - $200,115.56,1,0,Surburban,1,Web,0,0,0.0,0
10,3) $200 - $350,217.38,1,0,Rural,0,Web,0,0,0.0,0
7,3) $200 - $350,216.74,0,1,Surburban,1,Web,0,0,0.0,1
4,1) $0 - $100,66.42,1,0,Urban,0,Phone,0,0,0.0,0
11,"6) $750 - $1,000",760.29,1,1,Urban,1,Web,0,0,0.0,1
2,4) $350 - $500,350.06,0,1,Rural,0,Web,0,0,0.0,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,1
5,1) $0 - $100,29.99,1,0,Surburban,1,Phone,1,0,0.0,1
2,2) $100 - $200,171.9,1,0,Surburban,1,Web,0,0,0.0,1
10,1) $0 - $100,62.63,0,1,Urban,1,Web,0,0,0.0,1
3,2) $100 - $200,126.77,1,0,Surburban,0,Web,0,0,0.0,0
11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,0
1,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
3,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
6,3) $200 - $350,229.69,1,0,Surburban,0,Web,0,0,0.0,1
2,4) $350 - $500,394.58,1,0,Rural,0,Multichannel,0,0,0.0,0
10,3) $200 - $350,218.29,0,1,Surburban,0,Web,1,0,0.0,0
6,4) $350 - $500,408.42,0,1,Surburban,1,Multichannel,1,0,0.0,0
1,1) $0 - $100,30.73,0,1,Urban,1,Phone,1,0,0.0,1
10,4) $350 - $500,421.35,0,1,Surburban,0,Phone,1,0,0.0,1
6,1) $0 - $100,29.99,0,1,Urban,0,Web,1,0,0.0,1
1,3) $200 - $350,228.22,0,1,Surburban,1,Phone,0,0,0.0,0
9,5) $500 - $750,625.06,0,1,Surburban,1,Web,0,0,0.0,0
3,2) $100 - $200,153.78,0,1,Surburban,0,Phone,0,0,0.0,1
8,4) $350 - $500,496.29,0,1,Rural,0,Multichannel,0,0,0.0,1
7,1) $0 - $100,33.51,1,0,Surburban,1,Phone,0,0,0.0,0
1,5) $500 - $750,574.78,1,1,Surburban,1,Multichannel,0,0,0.0,1
1,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,1
9,2) $100 - $200,121.68,0,1,Surburban,1,Phone,0,0,0.0,0
1,3) $200 - $350,264.45,0,1,Surburban,0,Multichannel,1,0,0.0,1
10,2) $100 - $200,167.14,0,1,Surburban,0,Phone,0,0,0.0,1
3,4) $350 - $500,389.78,1,1,Urban,0,Web,1,0,0.0,1
7,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,1
6,1) $0 - $100,37.33,1,0,Surburban,1,Phone,0,0,0.0,1
9,1) $0 - $100,84.02,0,1,Surburban,1,Web,0,0,0.0,1
5,2) $100 - $200,139.48,0,1,Rural,0,Phone,0,0,0.0,1
2,5) $500 - $750,696.72,1,0,Surburban,1,Phone,0,0,0.0,0
3,2) $100 - $200,100.17,1,0,Urban,0,Phone,0,0,0.0,0
1,1) $0 - $100,57.78,1,0,Urban,0,Phone,1,0,0.0,1
6,1) $0 - $100,74.92,1,0,Surburban,0,Web,1,0,0.0,1
6,2) $100 - $200,129.93,1,0,Urban,1,Phone,0,0,0.0,0
9,2) $100 - $200,115.54,0,1,Surburban,1,Phone,0,0,0.0,1
6,2) $100 - $200,128.49,1,0,Surburban,1,Phone,0,0,0.0,1
11,3) $200 - $350,239.65,1,0,Surburban,0,Phone,0,0,0.0,1
4,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,0
4,5) $500 - $750,509.53,1,0,Surburban,1,Web,0,0,0.0,0
3,4) $350 - $500,393.73,1,0,Rural,0,Phone,0,0,0.0,1
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
8,3) $200 - $350,342.9,1,0,Rural,0,Web,1,0,0.0,1
10,4) $350 - $500,453.87,1,0,Urban,0,Multichannel,0,0,0.0,1
10,5) $500 - $750,540.35,0,1,Rural,1,Web,0,0,0.0,1
2,1) $0 - $100,45.81,1,0,Surburban,1,Web,0,0,0.0,0
1,3) $200 - $350,248.43,1,0,Surburban,1,Phone,0,0,0.0,0
2,3) $200 - $350,233.23,0,1,Surburban,0,Web,0,0,0.0,1
5,4) $350 - $500,411.74,1,0,Urban,1,Phone,0,0,0.0,1
4,3) $200 - $350,320.4,1,1,Urban,1,Phone,0,0,0.0,0
1,3) $200 - $350,220.01,0,1,Surburban,1,Phone,1,0,0.0,0
8,2) $100 - $200,181.96,0,1,Surburban,0,Web,0,0,0.0,0
10,1) $0 - $100,33.82,1,0,Rural,1,Phone,0,0,0.0,0
6,1) $0 - $100,72.61,0,1,Surburban,1,Web,0,0,0.0,1
2,"6) $750 - $1,000",758.65,1,1,Surburban,1,Multichannel,0,0,0.0,1
10,1) $0 - $100,79.25,0,1,Urban,0,Web,0,0,0.0,1
9,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,1
3,2) $100 - $200,158.09,0,1,Rural,0,Web,0,0,0.0,1
8,2) $100 - $200,105.34,0,1,Surburban,1,Phone,0,0,0.0,1
3,2) $100 - $200,172.22,1,0,Surburban,0,Phone,0,0,0.0,0
6,1) $0 - $100,52.5,1,0,Surburban,0,Web,1,0,0.0,0
3,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,1
1,1) $0 - $100,38.7,1,0,Surburban,0,Web,0,0,0.0,1
7,2) $100 - $200,111.53,1,0,Surburban,1,Phone,0,0,0.0,1
12,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
2,2) $100 - $200,154.68,1,0,Urban,0,Web,0,0,0.0,0
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
9,3) $200 - $350,308.23,1,0,Urban,0,Phone,0,0,0.0,0
4,4) $350 - $500,378.14,1,0,Surburban,1,Phone,0,0,0.0,1
11,4) $350 - $500,403.04,0,1,Surburban,0,Phone,1,0,0.0,1
4,3) $200 - $350,222.74,1,0,Urban,1,Phone,0,0,0.0,0
2,4) $350 - $500,419.68,0,1,Surburban,1,Phone,1,0,0.0,1
2,4) $350 - $500,387.24,1,0,Urban,0,Multichannel,0,0,0.0,0
2,5) $500 - $750,534.09,0,1,Rural,1,Web,1,0,0.0,0
3,2) $100 - $200,168.13,0,1,Surburban,1,Web,0,0,0.0,1
1,2) $100 - $200,155.68,0,1,Rural,0,Phone,0,0,0.0,0
8,1) $0 - $100,37.3,1,0,Surburban,1,Web,0,0,0.0,1
2,1) $0 - $100,48.19,1,0,Surburban,1,Phone,0,0,0.0,1
7,1) $0 - $100,55.62,1,0,Urban,1,Phone,0,0,0.0,1
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,0
10,1) $0 - $100,54.72,1,0,Surburban,0,Web,0,0,0.0,1
2,1) $0 - $100,95.29,1,0,Urban,0,Phone,0,0,0.0,1
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,1
8,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
1,2) $100 - $200,155.81,0,1,Urban,1,Phone,1,0,0.0,1
2,"7) $1,000 +",1183.25,0,1,Surburban,1,Phone,0,0,0.0,0
1,3) $200 - $350,312.33,0,1,Urban,0,Phone,0,0,0.0,0
2,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,1
3,1) $0 - $100,66.3,0,1,Rural,1,Phone,0,0,0.0,1
11,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,1
5,1) $0 - $100,36.48,1,0,Surburban,1,Web,1,0,0.0,0
9,"6) $750 - $1,000",978.4,0,1,Surburban,1,Multichannel,0,0,0.0,1
9,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
1,2) $100 - $200,140.64,1,0,Urban,1,Phone,0,0,0.0,1
10,3) $200 - $350,213.57,0,1,Surburban,0,Phone,0,0,0.0,1
5,3) $200 - $350,238.43,1,1,Urban,1,Multichannel,0,0,0.0,0
2,4) $350 - $500,393.75,1,0,Urban,0,Web,0,0,0.0,1
1,1) $0 - $100,98.24,0,1,Surburban,0,Phone,0,0,0.0,0
2,2) $100 - $200,189.54,0,1,Surburban,0,Web,0,0,0.0,1
4,3) $200 - $350,234.1,0,1,Rural,0,Web,0,0,0.0,1
2,2) $100 - $200,142.45,0,1,Surburban,1,Web,0,0,0.0,0
9,4) $350 - $500,434.99,1,0,Surburban,1,Multichannel,0,0,0.0,0
3,3) $200 - $350,256.71,1,0,Surburban,1,Phone,1,0,0.0,0
7,4) $350 - $500,415.85,0,1,Urban,1,Phone,0,0,0.0,1
7,5) $500 - $750,628.26,1,0,Urban,1,Phone,0,0,0.0,1
10,1) $0 - $100,58.55,1,0,Urban,0,Web,0,0,0.0,1
4,5) $500 - $750,531.38,1,1,Rural,1,Multichannel,0,0,0.0,0
2,3) $200 - $350,261.18,0,1,Urban,0,Phone,0,0,0.0,1
12,1) $0 - $100,75.0,1,0,Surburban,1,Web,0,0,0.0,1
2,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,0
7,4) $350 - $500,371.09,0,1,Urban,0,Web,0,0,0.0,0
2,2) $100 - $200,138.68,0,1,Rural,0,Web,0,0,0.0,0
11,3) $200 - $350,246.03,0,1,Urban,0,Web,0,0,0.0,0
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
2,4) $350 - $500,437.93,1,0,Urban,1,Web,0,0,0.0,0
3,3) $200 - $350,272.02,0,1,Rural,1,Phone,0,0,0.0,0
9,1) $0 - $100,46.27,1,0,Urban,0,Web,0,0,0.0,1
2,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
4,4) $350 - $500,353.49,1,0,Surburban,0,Phone,0,0,0.0,1
3,3) $200 - $350,316.12,1,1,Surburban,1,Phone,0,0,0.0,0
6,2) $100 - $200,126.46,1,0,Surburban,0,Phone,0,0,0.0,0
10,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,1
10,1) $0 - $100,40.54,0,1,Urban,0,Web,0,0,0.0,0
1,2) $100 - $200,111.18,0,1,Urban,0,Web,0,0,0.0,1
2,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
10,1) $0 - $100,29.99,1,0,Rural,0,Web,0,0,0.0,0
1,3) $200 - $350,227.14,1,0,Surburban,1,Web,0,0,0.0,1
10,2) $100 - $200,196.29,1,0,Urban,1,Phone,0,0,0.0,0
1,4) $350 - $500,459.13,1,0,Surburban,1,Multichannel,0,0,0.0,1
11,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
5,2) $100 - $200,158.07,1,0,Urban,0,Phone,0,0,0.0,0
9,2) $100 - $200,151.65,1,0,Rural,1,Web,0,0,0.0,0
9,2) $100 - $200,127.99,1,0,Rural,0,Phone,0,0,0.0,1
1,2) $100 - $200,191.39,0,1,Urban,0,Web,0,0,0.0,1
2,1) $0 - $100,47.79,0,1,Urban,1,Phone,0,0,0.0,1
7,1) $0 - $100,70.61,1,0,Surburban,0,Web,0,0,0.0,0
10,4) $350 - $500,365.8,1,0,Urban,0,Phone,0,0,0.0,0
11,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,0
4,1) $0 - $100,43.6,0,1,Rural,1,Web,1,0,0.0,1
11,3) $200 - $350,287.49,1,0,Urban,1,Web,0,0,0.0,1
7,1) $0 - $100,93.72,1,0,Surburban,1,Phone,0,0,0.0,0
5,1) $0 - $100,36.5,0,1,Surburban,1,Phone,0,0,0.0,0
3,2) $100 - $200,119.2,1,0,Surburban,1,Web,0,0,0.0,0
1,3) $200 - $350,261.86,0,1,Surburban,1,Web,0,0,0.0,1
7,2) $100 - $200,161.18,1,0,Urban,1,Phone,0,0,0.0,0
8,2) $100 - $200,169.6,1,0,Urban,0,Phone,0,0,0.0,1
9,2) $100 - $200,101.45,1,0,Surburban,1,Web,1,0,0.0,0
8,2) $100 - $200,102.62,1,0,Urban,1,Web,0,0,0.0,1
2,1) $0 - $100,95.65,1,0,Surburban,0,Phone,0,0,0.0,0
5,5) $500 - $750,622.97,1,1,Rural,1,Web,0,0,0.0,1
1,3) $200 - $350,347.47,0,1,Rural,0,Multichannel,1,0,0.0,0
7,3) $200 - $350,245.23,1,1,Urban,0,Phone,0,0,0.0,0
1,2) $100 - $200,171.63,0,1,Urban,0,Web,0,0,0.0,1
6,2) $100 - $200,169.55,1,0,Surburban,1,Web,0,0,0.0,0
9,1) $0 - $100,63.29,0,1,Rural,0,Web,0,0,0.0,1
12,1) $0 - $100,89.7,0,1,Surburban,1,Phone,0,0,0.0,0
5,2) $100 - $200,103.69,1,0,Urban,1,Phone,0,0,0.0,1
8,2) $100 - $200,166.51,1,0,Rural,1,Web,0,0,0.0,1
6,2) $100 - $200,194.13,1,0,Surburban,1,Web,0,0,0.0,1
4,3) $200 - $350,340.64,0,1,Surburban,0,Web,1,0,0.0,1
4,5) $500 - $750,581.61,1,0,Surburban,1,Phone,1,0,0.0,0
7,4) $350 - $500,387.2,0,1,Rural,0,Multichannel,0,0,0.0,0
11,4) $350 - $500,356.44,1,0,Urban,1,Web,0,0,0.0,0
8,1) $0 - $100,86.46,0,1,Surburban,0,Web,0,0,0.0,1
3,"6) $750 - $1,000",831.76,1,0,Surburban,1,Web,0,0,0.0,1
11,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,0
6,2) $100 - $200,152.83,1,0,Surburban,0,Web,0,0,0.0,0
4,5) $500 - $750,536.08,1,1,Urban,1,Multichannel,0,0,0.0,0
1,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
9,4) $350 - $500,364.93,0,1,Surburban,0,Web,0,0,0.0,1
9,5) $500 - $750,666.12,1,0,Rural,1,Multichannel,0,0,0.0,1
2,"6) $750 - $1,000",799.02,1,1,Urban,1,Multichannel,1,0,0.0,0
4,1) $0 - $100,81.35,0,1,Surburban,1,Phone,1,0,0.0,1
12,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,0
10,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
2,"7) $1,000 +",1160.08,1,0,Surburban,1,Multichannel,0,0,0.0,0
11,4) $350 - $500,488.31,1,0,Urban,0,Multichannel,0,0,0.0,0
6,2) $100 - $200,127.42,1,0,Urban,0,Web,0,0,0.0,1
6,2) $100 - $200,162.67,1,0,Rural,0,Web,1,0,0.0,0
2,2) $100 - $200,179.99,0,1,Rural,0,Phone,0,0,0.0,0
4,1) $0 - $100,47.63,1,0,Surburban,1,Phone,0,0,0.0,1
5,5) $500 - $750,684.02,1,0,Surburban,1,Web,0,0,0.0,0
9,2) $100 - $200,110.98,1,0,Surburban,1,Phone,0,0,0.0,1
2,4) $350 - $500,412.28,0,1,Urban,0,Phone,1,0,0.0,0
2,"7) $1,000 +",1201.57,0,1,Surburban,1,Multichannel,0,0,0.0,1
10,4) $350 - $500,363.24,1,0,Surburban,0,Web,0,0,0.0,1
2,"7) $1,000 +",1399.09,1,1,Surburban,1,Web,0,0,0.0,0
5,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
10,2) $100 - $200,134.82,0,1,Surburban,0,Web,0,0,0.0,0
6,1) $0 - $100,89.9,0,1,Surburban,0,Phone,0,0,0.0,0
6,"6) $750 - $1,000",819.19,1,0,Urban,1,Web,0,0,0.0,0
10,1) $0 - $100,80.49,0,1,Urban,0,Web,0,0,0.0,1
10,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,1
12,3) $200 - $350,242.3,1,0,Rural,1,Web,0,0,0.0,1
1,3) $200 - $350,292.91,1,0,Rural,1,Phone,0,0,0.0,0
12,2) $100 - $200,161.54,1,0,Surburban,1,Web,0,0,0.0,1
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
2,5) $500 - $750,700.61,1,1,Urban,1,Phone,0,0,0.0,1
9,1) $0 - $100,29.99,0,1,Rural,1,Web,1,0,0.0,1
6,1) $0 - $100,91.25,0,1,Urban,1,Web,0,0,0.0,1
3,3) $200 - $350,269.97,1,0,Rural,0,Phone,0,0,0.0,0
1,1) $0 - $100,75.08,0,1,Surburban,1,Web,0,0,0.0,1
7,1) $0 - $100,40.46,0,1,Surburban,1,Phone,0,0,0.0,0
10,1) $0 - $100,84.87,1,0,Rural,0,Phone,0,0,0.0,1
3,2) $100 - $200,104.14,0,1,Surburban,1,Web,0,0,0.0,0
5,5) $500 - $750,708.62,1,0,Surburban,1,Phone,0,0,0.0,1
3,"6) $750 - $1,000",892.22,0,1,Surburban,1,Phone,1,0,0.0,1
1,3) $200 - $350,307.39,1,0,Surburban,0,Web,0,0,0.0,0
3,3) $200 - $350,251.53,1,0,Surburban,1,Phone,0,0,0.0,0
3,1) $0 - $100,72.17,1,0,Rural,1,Web,0,0,0.0,0
5,1) $0 - $100,87.48,0,1,Urban,1,Web,0,0,0.0,0
2,2) $100 - $200,195.61,0,1,Surburban,1,Web,1,0,0.0,1
3,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,1
1,1) $0 - $100,29.99,1,0,Rural,1,Web,0,0,0.0,1
8,3) $200 - $350,214.14,1,0,Surburban,0,Phone,1,0,0.0,0
1,3) $200 - $350,216.39,0,1,Surburban,1,Web,1,0,0.0,0
7,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,1
9,1) $0 - $100,50.72,0,1,Urban,1,Web,0,0,0.0,1
5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
6,2) $100 - $200,115.86,0,1,Surburban,1,Phone,1,0,0.0,1
8,5) $500 - $750,636.48,0,1,Urban,1,Web,0,0,0.0,1
4,2) $100 - $200,182.32,0,1,Urban,0,Web,0,0,0.0,0
9,3) $200 - $350,343.04,1,0,Surburban,0,Web,0,0,0.0,1
9,4) $350 - $500,402.93,1,0,Urban,0,Phone,0,0,0.0,0
2,3) $200 - $350,289.11,0,1,Rural,1,Multichannel,0,0,0.0,1
1,2) $100 - $200,193.26,0,1,Urban,0,Web,0,0,0.0,1
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,1
10,1) $0 - $100,89.45,1,0,Surburban,1,Web,0,0,0.0,0
4,2) $100 - $200,115.92,1,0,Surburban,1,Phone,1,0,0.0,0
2,3) $200 - $350,222.2,0,1,Rural,0,Phone,0,0,0.0,1
11,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
